| Standard No   | Codex Standard Title                           | Food Cat. No.   |
| 329-2017      | Fish oils                                                                                     | 02.1.3          |
| 182-1993      | Pineapple                                                                                     | 04.1.1.1        |
| 183-1993      | Papaya                                                                                        | 04.1.1.1        |
| 184-1993      | Mango                                                                                         | 04.1.1.1        |
| 187-1993      | Carambola                                                                                     | 04.1.1.1        |
| 196-1995      | Litchi                                                                                        | 04.1.1.1        |
| 204-1997      | Mangosteens                                                                                   | 04.1.1.1        |
| 205-1997      | Bananas                                                                                       | 04.1.1.1        |
| 213-1999      | Limes                                                                                         | 04.1.1.1        |
| 214-1999      | Pumelos ( Citrus grand i)                                                                     | 04.1.1.1        |
| 215-1999      | Guavas                                                                                        | 04.1.1.1        |
| 216-1999      | Chayotes                                                                                      | 04.1.1.1        |
| 217-1999      | Mexican Limes                                                                                 | 04.1.1.1        |
| 219-1999      | Grapefruits ( Citrus paradisi )                                                               | 04.1.1.1        |
| 220-1999      | Longans                                                                                       | 04.1.1.1        |
| 226-2001      | Cape Gooseberry                                                                               | 04.1.1.1        |
| 237-2003      | Pitahayas                                                                                     | 04.1.1.1        |
| 245-2004      | Oranges                                                                                       | 04.1.1.1        |
| 246-2005      | Rambutan                                                                                      | 04.1.1.1        |
| 255-2007      | Table Grapes                                                                                  | 04.1.1.1        |
| 299-2010      | Apples                                                                                        | 04.1.1.1        |
| 305R-2011     | Lucuma (Regional Standard)                                                                    | 04.1.1.1        |
| 310-2013      | Pomegranate                                                                                   | 04.1.1.1        |
| 316-2014      | Passion Fruit                                                                                 | 04.1.1.1        |
| Standard No   | Codex Standard Title                                                                               | Food Cat. No.   |
|---------------|----------------------------------------------------------------------------------------------------|-----------------|
| 317-2014      | Durian                                                                                             | 04.1.1.1        |
| 338-2020      | Kiwifruit                                                                                          | 04.1.1.1        |
| 349-2022      | Berry Fruits                                                                                       | 04.1.1.1        |
| 38-1981       | Edible Fungi and Fungi Products (edible fungi)                                                     | 04.2.1.1        |
| 38-1981       | Edible Fungi and Fungi Products (fungus products)                                                  | 04.2.2          |
| 40R-1981      | Fresh Fungus 'Chanterelle' (Regional Standard)                                                     | 04.2.1.1        |
| 52-1981       | Quick Frozen Strawberries                                                                          | 04.1.2.1        |
| 69-1981       | Quick Frozen Raspberries                                                                           | 04.1.2.1        |
| 75-1981       | Quick Frozen Peaches                                                                               | 04.1.2.1        |
| 76-1981       | Quick Frozen Bilberries                                                                            | 04.1.2.1        |
| 103-1981      | Quick Frozen Blueberries                                                                           | 04.1.2.1        |
| 131-1981      | Unshelled Pistachio Nuts                                                                           | 04.2.1.1        |
| 171-1989      | Certain Pulses                                                                                     | 04.2.1.1        |
| 185-1993      | Nopal                                                                                              | 04.2.1.1        |
| 186-1993      | Prickly pear                                                                                       | 04.2.1.1        |
| 188-1993      | Baby Corn                                                                                          | 04.2.1.1        |
| 197-1995      | Avocado                                                                                            | 04.2.1.1        |
| 200-1995      | Peanuts                                                                                            | 04.2.1.1        |
| 218-1999      | Ginger                                                                                             | 04.2.1.1        |
| 224-2001      | Tannia                                                                                             | 04.2.1.1        |
| 225-2001      | Asparagus                                                                                          | 04.2.1.1        |
| 238-2003      | Sweet Cassava                                                                                      | 04.2.1.1        |
| 260-2007      | Pickled Fruits and Vegetables (fermented fruits)                                                   | 04.1.2.10       |
| 293-2008      | Tomatoes                                                                                           | 04.2.1.1        |
| 300-2010      | Bitter Cassava                                                                                     | 04.2.1.1        |
| 303-2011      | Tree Tomatoes                                                                                      | 04.2.1.1        |
| 304R-2011     | Culantro Coyote (Regional Standard)                                                                | 04.2.1.1        |
| 307-2011      | Chilli Peppers                                                                                     | 04.2.1.1        |
| 318-2014      | Okra                                                                                               | 04.2.1.1        |
| 324R-2017     | Yacon (Regional Standard)                                                                          | 04.2.1.1        |
| 330-2018      | Aubergines (untreated)                                                                             | 04.2.1.1        |
| 335R-2020     | Fresh leaves of Gnetum spp. (Regional Standard)                                                    | 04.2.1.1        |
| 336R-2020     | Kava products for use as a beverage when mixed with water (Regional Standard): Fresh Kava Products | 04.2.1.1        |
| 337-2020      | Fresh garlic (untreated)                                                                           | 04.2.1.1        |
| 339-2020      | Ware potatoes (untreated)                                                                          | 04.2.1.1        |
| 340-2020      | Yam                                                                                                | 04.2.1.1        |
| 348-2022      | Onions and Shallots                                                                                | 04.2.1.1        |
| 38-1981       | Edible Fungi and Fungi Products (quick frozen)                                                     | 04.2.2.1        |
| 177-1991      | Grated Desiccated Coconut                                                                          | 04.1.2.2        |
| 320-2015      | Quick Frozen Vegetables                                                                            | 04.2.2.1        |
| 330-2018      | Aubergines (surface-treated)                                                                       | 04.2.1.2        |
| Standard No   | Codex Standard Title                                                                                                                | Food Cat. No.   |
|---------------|-------------------------------------------------------------------------------------------------------------------------------------|-----------------|
| 337-2020      | Fresh garlic (surface-treated)                                                                                                      | 04.2.1.2        |
| 339-2020      | Ware potatoes (surface-treated)                                                                                                     | 04.2.1.2        |
| 360-2022      | Dried Fruits (dried apricots, dates, raisins, dried longans, dried persimmons and other dried fruits)                               | 04.1.2.2        |
| 38-1981       | Edible Fungi and Fungi Products (incl. freeze dried, fungus grits and fungus powder)                                                | 04.2.2.2        |
| 39-1981       | Dried Edible Fungi                                                                                                                  | 04.2.2.2        |
| 260-2007      | Pickled Fruits and Vegetables (pickled fruits)                                                                                      | 04.1.2.3        |
| 321-2015      | Ginseng Products (Dried Ginseng, Dried Steamed Ginseng, Ginseng Extract in Powdered Form, Steamed Ginseng Extract in Powdered Form) | 04.2.2.2        |
| 323R-2017     | Laver Products (Dried laver products and dried seasoned laver products) (Regional Standard)                                         | 04.2.2.2        |
| 336R-2020     | Kava products for use as a beverage when mixed with water (Regional Standard): Dried Kava Products                                  | 04.2.2.2        |
| 341R-2020     | Mixed zaatar (Regional Standard)                                                                                                    | 04.2.2.2        |
| 17-1981       | Canned Applesauce                                                                                                                   | 04.1.2.4        |
| 38-1981       | Edible Fungi and Fungi Products (salted, pickled or in vegetable oil)                                                               | 04.2.2.3        |
| 60-1981       | Canned Raspberries                                                                                                                  | 04.1.2.4        |
| 62-1987       | Canned Strawberries                                                                                                                 | 04.1.2.4        |
| 66-1981       | Table Olives                                                                                                                        | 04.2.2.3        |
| 115-1981      | Pickled Cucumbers (Cucumber Pickles)                                                                                                | 04.2.2.3        |
| 242-2003      | Canned Stone Fruits                                                                                                                 | 04.1.2.4        |
| 254-2007      | Certain Canned Citrus Fruits                                                                                                        | 04.1.2.4        |
| 260-2007      | Pickled Fruits and Vegetables (pickled vegetables)                                                                                  | 04.2.2.3        |
| 319-2015      | Certain Canned Fruits                                                                                                               | 04.1.2.4        |
| 361-2022      | Canned mixed fruits (canned fruit cocktail, canned tropical fruit salad and other canned mixed fruits)                              | 04.1.2.4        |
| 13-1981       | Preserved Tomatoes                                                                                                                  | 04.2.2.4        |
| 38-1981       | Edible Fungi and Fungi Products (sterilized)                                                                                        | 04.2.2.4        |
| 57-1981       | Processed Tomato Concentrates (canned tomato paste)                                                                                 | 04.2.2.4        |
| 145-1985      | Canned Chestnuts and Canned Chestnut Puree                                                                                          | 04.2.2.4        |
| 241-2003      | Canned Bamboo Shoots                                                                                                                | 04.2.2.4        |
| 257R-2007     | Canned Humus with Tehena (Regional Standard)                                                                                        | 04.2.2.4        |
| 258R-2007     | Canned Foul Medames (Regional Standard)                                                                                             | 04.2.2.4        |
| 296-2009      | Jams, Jellies and Marmalades                                                                                                        | 04.1.2.5        |
| 297-2009      | Certain Canned Vegetables                                                                                                           | 04.2.2.4        |
| 57-1981       | Processed Tomato Concentrates (tomato puree)                                                                                        | 04.2.2.5        |
| 160-1987      | Mango Chutney                                                                                                                       | 04.1.2.6        |
| 38-1981       | Edible Fungi and Fungi Products (concentrate, dried concentrate or extract)                                                         | 04.2.2.6        |
| 57-1981       | Processed Tomato Concentrates (tomato paste)                                                                                        | 04.2.2.6        |
| 259R-2007     | Tehena (Regional Standard)                                                                                                          | 04.2.2.6        |
| 308R-2011     | Harissa (Regional Standard)                                                                                                         | 04.2.2.6        |
