| Standard No   | Codex Standard Title                                                                                                                       | Food Cat. No.   |
| 355R-2023     | Cooked Rice Wrapped in Plant Leaves                                                                                                                                                         | 06.7            |
| 273-1968      | Cottage Cheese                                                                                                                                                                              | 01.6.1          |
| 274-1969      | Coulommiers                                                                                                                                                                                 | 01.6.2.1        |
| 202-1995      | Couscous                                                                                                                                                                                    | 06.1            |
| 222-2001      | Crackers from Marine and Freshwater Fish, Crustaceans and Molluscan Shellfish                                                                                                               | 09.2.5          |
| 288-1976      | Cream and Prepared Creams (fermented cream, acidified cream, including those made from reconstituted or recombined cream)                                                                   | 01.4.3          |
| 288-1976      | Cream and Prepared Creams (prepackaged pasteurized liquid cream, including those made from reconstituted or recombined cream)                                                               | 01.4.1          |
| 288-1976      | Cream and Prepared Creams (prepackaged sterilized and UHT cream, whipping cream, cream packaged under pressure, whipped cream, including those made from reconstituted or recombined cream) | 01.4.2          |
| 275-1973      | Cream Cheese (Rahmfrischkäse)                                                                                                                                                               | 01.6.1          |
| 304R-2011     | Culantro Coyote (Regional Standard)                                                                                                                                                         | 04.2.1.1        |
| 327-2017      | Cumin                                                                                                                                                                                       | 12.2.1          |
| 253-2006      | Dairy Fat Spreads                                                                                                                                                                           | 02.2.2          |
| 331-2017      | Dairy Permeate Powders                                                                                                                                                                      | 01.8.2          |
| 264-1966      | Danbo                                                                                                                                                                                       | 01.6.2.1        |
| 314R-2013     | Date Paste (Regional Standard)                                                                                                                                                              | 04.1.2.8        |
| 155-1985      | Degermed Maize (Corn) Meal and Maize (Corn) Grits                                                                                                                                           | 06.2.1          |
| 332R-2018     | Doogh (Regional Standard) (flavoured, heat treated and not heat treated)                                                                                                                    | 01.1.4          |
| 332R-2018     | Doogh (Regional Standard) (plain, heat treated)                                                                                                                                             | 01.2.1.2        |
| 332R-2018     | Doogh (Regional Standard) (plain, not heat treated)                                                                                                                                         | 01.2.1.1        |
| 345-2021      | Dried basil                                                                                                                                                                                 | 12.2.1          |
